"","Operation_Start_Date","Operation_End_Date","Total_Eligible_Expenditure_amount","months_between","years_between"
"38079",2020-08-06,2021-07-30,18097.19,11,1
"38080",2019-02-01,2020-02-29,137472.91,12,1
"38081",2016-10-10,2018-06-30,279277.76,20,2
"38082",2021-03-22,2021-09-21,18750,5,1
"38083",2016-01-07,2017-04-30,25991.26,15,2
"38084",2021-01-01,2021-12-31,126000,11,1
"38085",2020-10-01,2021-09-30,1256792.09,11,1
"38086",2021-05-01,2021-08-30,102000,3,1
"38087",2016-10-06,2017-12-31,225309.48,14,2
"38088",2015-07-08,2016-05-30,8800.01,10,1
"38089",2020-06-05,2021-09-04,307230.35,14,2
"38090",2018-12-05,2021-12-04,6e+05,35,3
"38091",2018-03-01,2020-02-29,207557,23,2
"38092",2017-10-11,2019-01-10,4500,14,2
"38093",2019-10-05,2023-03-31,17046.15,41,4
"38094",2019-01-07,2021-12-31,100857.5,35,3
"38095",2015-09-22,2016-11-30,64500,14,2
"38096",2014-04-02,2017-03-31,552956.86,35,3
"38097",2021-04-01,2022-12-31,46900,20,2
"38098",2014-01-04,2023-06-30,28660479,113,10
"38099",2019-03-13,2020-05-31,155477.14,14,2
"38100",2020-01-01,2022-12-31,8000,35,3
"38101",2018-05-25,2019-12-31,186726,19,2
"38102",2019-12-09,2021-05-28,7500,17,2
"38103",2020-01-02,2020-09-07,250000,8,1
"38104",2017-05-29,2018-12-31,764007.64,19,2
"38105",2015-01-12,2018-03-31,9622.45,38,4
"38106",2016-08-04,2017-03-31,5000.01,7,1
"38107",2018-12-01,2019-01-31,5000.01,1,1
"38108",2020-04-14,2020-12-31,223380.75,8,1
"38109",2016-08-11,2017-06-30,6250.01,10,1
"38110",2015-03-08,2020-12-31,6600000,69,6
"38111",2016-10-01,2020-03-31,862066.44,41,4
"38112",2017-10-01,2018-12-31,1353000,14,2
"38113",2019-02-18,2019-10-31,12463.72,8,1
"38114",2018-07-13,2019-04-30,5000,9,1
"38115",2015-01-07,2018-10-31,354416.34,45,4
"38116",2020-01-28,2020-01-31,4728,0,1
"38117",2016-08-29,2017-08-31,5000.01,12,1
"38118",2020-01-15,2020-06-30,18071.88,5,1
"38119",2019-04-09,2019-07-11,8000,3,1
"38120",2017-06-03,2017-05-31,2500.01,0,1
"38121",2016-03-14,2018-03-13,11784.09,23,2
"38122",2016-10-14,2017-06-30,5000.01,8,1
"38123",2015-10-19,2016-08-31,5000.01,10,1
"38124",2014-09-26,2015-04-30,6250.01,7,1
"38125",2018-01-12,2021-11-30,395048.88,46,4
"38126",2018-02-07,2019-07-31,6250.01,17,2
"38127",2016-03-21,2017-06-20,4500,14,2
"38128",2017-04-01,2020-07-31,122573.75,39,4
"38129",2016-03-10,2016-11-30,6400,8,1
"38130",2019-01-23,2021-09-30,4200000,32,3
"38131",2017-06-30,2022-12-31,1263983,66,6
"38132",2017-07-23,2018-01-23,5000,6,1
"38133",2015-10-30,2016-04-29,5000.01,5,1
"38134",2020-07-10,2021-10-09,3500,14,2
"38135",2019-07-01,2022-06-30,347653,35,3
"38136",2020-01-01,2022-12-31,761024.4,35,3
"38137",2019-02-12,2020-08-20,67923.43,18,2
"38138",2021-04-09,2022-07-08,6000,14,2
"38139",2017-01-09,2018-11-15,3100,22,2
"38140",2016-02-01,2018-06-30,201500,28,3
"38141",2019-06-01,2022-12-31,2039454.22,42,4
"38142",2019-09-24,2020-09-30,19928.33,12,1
"38143",2016-06-14,2016-11-30,6176.8,5,1
"38144",2015-09-14,2015-11-15,8000,2,1
"38145",2019-01-11,2021-12-31,286875,35,3
"38146",2019-03-12,2022-06-16,40000,39,4
"38147",2016-12-16,2018-10-29,120887.6,22,2
"38148",2016-05-01,2016-10-31,110919.8,5,1
"38149",2019-04-23,2019-11-11,5000,6,1
"38150",2018-04-16,2019-03-31,254931.84,11,1
"38151",2019-07-03,2020-02-29,84213.32,7,1
"38152",2018-12-01,2021-11-30,1530691.53,35,3
"38153",2020-07-15,2021-12-14,187500.01,16,2
"38154",2019-11-21,2021-12-31,38000,25,3
"38155",2016-11-19,2017-12-31,347736.48,13,2
"38156",2019-01-01,2022-02-28,162209.01,37,4
"38157",2021-03-22,2022-03-21,2158.34,11,1
"38158",2021-04-16,2022-06-30,39074.79,14,2
"38159",2016-04-04,2016-12-31,199726.27,8,1
"38160",2016-02-18,2016-07-31,5000.01,5,1
"38161",2017-07-24,2018-08-22,10552.11,12,1
"38162",2016-01-01,2017-12-31,281412.86,23,2
"38163",2017-11-23,2019-12-31,1095000,25,3
"38164",2019-01-01,2021-06-30,155977.48,29,3
"38165",2015-09-03,2015-10-31,12492,1,1
"38166",2015-08-20,2016-01-31,5000.01,5,1
"38167",2021-06-01,2023-03-31,2184779.82,21,2
"38168",2019-10-01,2022-09-30,565599.5,35,3
"38169",2017-02-22,2018-01-31,5000.01,11,1
"38170",2016-05-02,2016-09-30,19021.26,4,1
"38171",2018-04-07,2019-12-31,115234.89,20,2
"38172",2020-03-17,2022-02-28,1396974.77,23,2
"38173",2015-01-04,2018-09-30,611905,44,4
"38174",2019-06-06,2020-09-05,6000,14,2
"38175",2019-10-08,2021-05-31,59450,19,2
"38176",2020-02-05,2020-05-18,11180,3,1
"38177",2019-01-04,2021-03-31,308300,26,3
"38178",2014-05-16,2015-04-30,5000.01,11,1
"38179",2017-07-01,2020-06-30,480325,35,3
"38180",2018-05-02,2019-04-30,1664155.5,11,1
"38181",2016-11-02,2020-02-20,4e+05,39,4
"38182",2021-07-01,2022-05-31,133720.51,10,1
"38183",2019-03-05,2019-06-30,7500,3,1
"38184",2019-08-26,2020-02-29,3131.26,6,1
"38185",2017-03-20,2018-01-31,6250.01,10,1
"38186",2017-11-14,2018-06-30,5000.01,7,1
"38187",2020-07-20,2021-08-29,31050.01,13,2
"38188",2019-01-01,2022-02-28,249236.74,37,4
"38189",2016-04-01,2016-08-15,11575,4,1
"38190",2015-09-02,2016-03-31,5000.01,6,1
"38191",2020-01-01,2021-12-31,437325,23,2
"38192",2016-06-27,2017-02-01,171500.18,7,1
"38193",2015-07-30,2016-09-15,27600,13,2
"38194",2019-05-10,2021-02-28,130000,21,2
"38195",2016-10-21,2016-11-30,60000,1,1
"38196",2016-02-29,2017-12-31,1498130,22,2
"38197",2017-01-04,2020-12-31,469041.25,47,4
"38198",2016-06-10,2017-02-28,5000.01,8,1
"38199",2017-11-13,2017-11-16,10980,0,1
"38200",2020-10-20,2022-10-19,15000,23,2
"38201",2019-01-01,2021-10-30,3214998.95,33,3
"38202",2019-02-28,2021-03-03,7500,24,2
"38203",2018-07-01,2022-03-31,5501158.54,44,4
"38204",2016-03-07,2016-10-07,8713.43,7,1
"38205",2020-01-01,2022-12-31,208826.25,35,3
"38206",2021-01-01,2022-12-31,7389730,23,2
"38207",2020-03-17,2020-12-31,21000,9,1
"38209",2019-06-19,2021-12-31,367000,30,3
"38210",2020-08-03,2021-10-31,29933.39,14,2
"38211",2018-10-01,2021-12-31,542101,38,4
"38212",2018-06-01,2019-03-31,23000,9,1
"38213",2021-03-08,2022-06-07,6000,14,2
"38214",2017-08-23,2018-06-30,35560.62,10,1
"38215",2018-01-22,2018-12-31,21007.51,11,1
"38216",2015-04-21,2016-09-30,5000.01,17,2
"38217",2017-01-02,2021-12-31,80055,59,5
"38218",2018-03-09,2019-10-31,274506.75,19,2
"38219",2018-12-12,2020-01-31,5000,13,2
"38220",2015-05-01,2015-12-31,42003,7,1
"38221",2015-11-03,2016-05-16,3901.2,6,1
"38222",2016-05-23,2019-05-20,270000,35,3
"38223",2016-06-21,2016-09-24,6671.03,3,1
"38224",2017-04-01,2018-04-30,264527.26,12,1
"38225",2019-11-01,2021-04-30,190834.15,17,2
"38226",2020-03-06,2020-12-31,24937.51,9,1
"38227",2018-12-01,2018-08-31,6250.01,-3,1
"38228",2016-04-28,2017-07-27,4500,14,2
"38229",2018-04-15,2021-09-30,2426345,41,4
"38230",2020-05-28,2023-05-31,364968,36,3
"38231",2018-10-01,2021-09-30,225000,35,3
"38232",2021-01-01,2022-12-31,507765.04,23,2
"38233",2015-11-19,2016-08-31,3750.01,9,1
"38234",2021-07-01,2021-10-31,35000,3,1
"38235",2018-02-19,2019-09-30,6250.01,19,2
"38236",2015-11-05,2016-03-21,6000,4,1
"38237",2018-12-01,2021-03-31,1305252.1,27,3
"38238",2020-01-11,2020-01-19,5742,0,1
"38239",2019-07-01,2020-12-31,113000,17,2
"38240",2018-01-29,2018-05-31,6250.01,4,1
"38241",2017-01-03,2018-08-31,251542.23,19,2
"38242",2016-11-25,2017-11-30,14435.68,12,1
"38243",2017-06-13,2019-06-30,419561,24,2
"38244",2014-06-11,2015-05-31,5000.01,11,1
"38245",2017-12-01,2019-12-15,4185.9,24,2
"38246",2016-04-07,2017-01-31,5000.01,9,1
"38247",2020-04-01,2022-02-28,98500,22,2
"38248",2017-01-01,2019-12-31,463174,35,3
"38249",2018-11-23,2019-07-31,273380,8,1
"38250",2015-04-09,2016-04-30,5000.01,12,1
"38251",2019-06-04,2019-06-06,7779.73,0,1
"38252",2017-02-14,2018-11-30,362450,21,2
"38253",2019-09-09,2020-09-11,5900.63,12,1
"38254",2017-12-05,2018-09-07,242875.01,9,1
"38255",2017-01-01,2019-12-31,112656.5,35,3
"38256",2017-01-09,2019-08-31,114560,31,3
"38257",2019-11-26,2021-03-31,2e+05,16,2
"38258",2017-06-15,2018-04-27,6000,10,1
"38259",2018-07-17,2019-06-30,5000.01,11,1
"38260",2017-06-01,2020-08-31,531387.34,38,4
"38261",2017-04-01,2020-03-31,494845,35,3
"38262",2019-11-20,2021-01-31,119295.37,14,2
"38263",2020-11-17,2021-12-31,28700,13,2
"38264",2019-06-30,2020-02-29,39836.97,8,1
"38265",2018-06-28,2019-02-28,5000.01,8,1
"38266",2016-03-01,2018-06-30,479633.4,27,3
"38267",2020-12-01,2022-01-30,99781,13,2
"38268",2020-06-15,2022-06-30,966092,24,2
"38269",2017-05-08,2018-03-31,14119.8,10,1
"38270",2021-01-01,2021-12-31,96808.48,11,1
"38271",2020-07-05,2022-03-31,35645.18,20,2
"38272",2015-09-01,2015-11-30,26723.25,2,1
"38273",2017-05-09,2018-12-31,3578102,19,2
"38274",2018-12-01,2020-12-31,740000,24,2
"38275",2017-09-22,2018-12-31,255000,15,2
"38276",2015-07-21,2018-12-15,1750000,40,4
"38277",2020-08-15,2021-08-15,175000,12,1
"38278",2019-03-28,2019-06-28,47000,3,1
"38279",2016-06-01,2018-11-30,601182,29,3
"38280",2020-07-17,2021-07-31,6773.76,12,1
"38281",2017-01-12,2020-01-11,55817.97,35,3
"38282",2020-10-01,2021-09-30,50000,11,1
"38283",2020-07-20,2021-01-20,25000,6,1
"38284",2016-06-05,2017-03-31,6250.01,9,1
"38285",2018-04-01,2019-01-31,5000.01,9,1
"38286",2015-06-18,2016-03-31,18575.01,9,1
"38287",2017-07-20,2018-07-31,21148.63,12,1
"38288",2018-02-01,2021-12-31,661612.24,46,4
"38289",2017-11-15,2018-09-15,7500,10,1
"38290",2016-01-21,2017-01-31,5000.01,12,1
"38291",2017-11-13,2019-03-31,140008.96,16,2
"38293",2019-10-01,2022-09-30,543350,35,3
"38294",2014-02-01,2015-12-31,910000,22,2
"38295",2016-08-31,2016-09-04,2640,0,1
"38296",2018-03-05,2019-10-31,58034.64,19,2
"38297",2020-10-01,2021-09-30,72600,11,1
"38298",2019-10-01,2022-02-28,52114.71,28,3
"38299",2017-09-15,2019-09-30,103958.4,24,2
"38300",2019-10-15,2022-12-31,380564.02,38,4
"38302",2021-05-03,2021-09-20,51990,4,1
"38303",2015-03-06,2016-05-30,5000.01,14,2
"38304",2017-03-01,2020-02-29,1025517.38,35,3
"38305",2017-12-15,2020-12-14,650000,35,3
"38306",2018-08-24,2019-09-30,18921,13,2
"38307",2019-05-04,2020-03-31,12640.01,10,1
"38308",2021-08-01,2023-12-31,319801,28,3
"38309",2016-10-01,2018-11-30,91790.67,25,3
"38310",2019-02-01,2019-10-31,32684.73,8,1
"38311",2021-08-01,2022-01-31,74854,5,1
"38312",2021-05-14,2022-07-13,47300,13,2
"38313",2020-09-02,2021-09-01,20000,11,1
"38314",2019-12-11,2022-06-30,134295.68,30,3
"38315",2019-11-06,2020-10-08,23712.95,11,1
"38316",2020-08-15,2022-01-14,51562.51,16,2
"38317",2017-06-21,2021-12-31,3600450.25,54,5
"38318",2017-01-09,2019-12-31,121733,35,3
"38319",2018-09-11,2020-01-31,5000,16,2
"38320",2018-10-15,2019-05-31,53302.17,7,1
"38321",2016-08-12,2017-06-30,5000.01,10,1
"38322",2019-11-01,2022-04-30,419480,29,3
"38323",2017-02-23,2017-05-31,5000.01,3,1
"38324",2017-10-01,2020-06-30,275741.1,32,3
"38325",2018-04-27,2019-01-15,7493.57,8,1
"38326",2014-11-18,2015-03-30,11528.76,4,1
"38327",2020-10-28,2022-01-27,3400,14,2
"38328",2015-09-10,2019-09-30,1728100,48,4
"38329",2017-03-01,2020-02-29,151200,35,3
"38330",2020-01-20,2021-03-31,140384.41,14,2
"38331",2018-07-16,2019-12-31,664289.52,17,2
"38332",2017-06-03,2022-12-30,5480000,66,6
"38333",2017-09-26,2018-12-25,4500,14,2
"38334",2020-03-01,2022-05-28,446048.8,26,3
"38335",2020-11-25,2021-09-05,5625.01,9,1
"38336",2016-02-01,2017-05-31,316902.21,15,2
"38337",2017-11-17,2018-05-31,6250.01,6,1
"38339",2015-09-01,2017-02-28,162333.35,17,2
"38340",2015-10-28,2016-04-30,5000.01,6,1
"38341",2019-11-06,2020-07-30,62500.02,8,1
"38342",2017-10-24,2018-07-31,6250.01,9,1
"38343",2020-05-01,2021-10-31,16065,17,2
"38344",2016-03-15,2019-03-01,1300000,35,3
"38345",2019-12-20,2021-01-30,29000,13,2
"38346",2015-01-14,2015-06-30,5000.01,5,1
"38347",2016-09-08,2017-07-31,5000.01,10,1
"38348",2016-02-15,2019-01-31,348218.59,35,3
"38349",2020-07-02,2021-03-31,52269.86,8,1
"38350",2018-06-19,2020-06-30,4370637.25,24,2
"38351",2015-08-06,2015-10-30,18850.01,2,1
"38352",2016-01-11,2020-06-30,216503.32,53,5
"38353",2021-02-18,2022-03-31,630000,13,2
"38355",2018-07-27,2019-05-31,8606.26,10,1
"38356",2015-12-11,2017-06-30,391500,18,2
"38357",2020-07-28,2021-07-27,14700,11,1
"38358",2017-02-16,2017-07-31,6250.01,5,1
"38359",2015-12-23,2016-05-16,3072.4,4,1
"38360",2015-03-27,2017-06-14,29543.62,26,3
"38361",2017-05-22,2017-07-09,25000,1,1
"38362",2015-12-16,2016-05-31,5700,5,1
"38363",2017-01-07,2019-03-31,1065000,26,3
"38364",2018-01-26,2018-11-15,6834.49,9,1
"38365",2020-03-10,2022-03-09,146000,23,2
"38366",2020-09-07,2021-03-30,124600,6,1
"38367",2020-12-24,2021-05-29,6250,5,1
"38368",2018-03-22,2019-01-31,6250.01,10,1
"38369",2016-01-29,2016-06-30,1368,5,1
"38370",2018-03-22,2019-01-31,6250.01,10,1
"38371",2018-04-23,2019-03-31,9400,11,1
"38372",2015-09-12,2015-12-17,6549.22,3,1
"38373",2015-05-02,2015-07-31,5000.01,2,1
"38374",2019-07-01,2021-12-01,172266,29,3
"38375",2015-01-09,2019-08-31,219707.5,55,5
"38376",2017-01-02,2019-12-31,3e+05,35,3
"38377",2015-11-20,2016-04-29,6250.01,5,1
"38378",2019-10-10,2020-09-12,4226.57,11,1
"38379",2018-05-25,2019-03-31,3906.26,10,1
"38380",2015-09-15,2015-10-31,25000,1,1
"38381",2017-11-13,2018-05-31,61351.78,6,1
"38382",2019-01-31,2021-12-31,4280370,35,3
"38383",2019-08-20,2020-02-03,1255,5,1
"38384",2018-01-01,2020-04-30,195528.63,27,3
"38385",2015-10-16,2017-01-31,5000.01,15,2
"38386",2015-11-15,2016-07-30,12600,8,1
"38387",2018-08-15,2021-08-14,1164854,35,3
"38388",2020-12-08,2021-05-15,16616.88,5,1
"38389",2019-04-07,2022-03-01,784488,34,3
"38390",2019-04-01,2020-12-31,306584.7,20,2
"38391",2015-06-18,2016-01-29,6250.01,7,1
"38392",2019-10-01,2022-03-31,290963,29,3
"38393",2018-09-27,2019-09-30,5307.38,12,1
"38394",2016-01-18,2016-09-13,19391.35,7,1
"38395",2021-04-20,2022-05-04,5000,12,1
"38396",2019-05-16,2019-10-24,6250,5,1
"38397",2019-07-01,2020-09-30,123750,14,2
"38398",2015-04-14,2016-04-30,5000.01,12,1
"38399",2014-10-01,2021-12-31,576610,86,8
"38400",2021-05-18,2021-11-25,7500,6,1
"38401",2019-09-19,2021-08-31,9996,23,2
"38402",2014-04-14,2015-04-30,5000.01,12,1
"38403",2014-04-14,2015-04-30,5000.01,12,1
"38404",2016-01-01,2017-12-31,129973,23,2
"38405",2014-04-14,2015-04-30,5000.01,12,1
"38406",2017-06-21,2017-06-22,6572.5,0,1
"38407",2018-01-28,2018-04-30,8000,3,1
"38408",2019-07-30,2021-07-05,131400,23,2
"38409",2015-04-28,2016-02-28,5000.01,10,1
"38410",2020-01-04,2021-08-30,183262.51,19,2
"38411",2015-01-26,2015-07-31,5000.01,6,1
"38412",2017-04-01,2018-06-30,158656.8,14,2
"38413",2021-03-24,2021-10-15,50000,6,1
"38414",2020-09-24,2021-07-31,12685.98,10,1
"38415",2016-12-01,2018-12-31,462049.82,24,2
"38416",2021-03-30,2022-12-05,5000,20,2
"38417",2017-05-01,2020-04-30,157190,35,3
"38418",2020-11-01,2022-04-30,156989.33,17,2
"38419",2016-01-15,2019-01-14,163063,35,3
"38420",2020-02-25,2021-05-24,6000,14,2
"38421",2015-01-04,2018-09-30,646958.37,44,4
"38422",2018-10-05,2019-06-27,7500,8,1
"38423",2015-10-05,2016-05-25,5620,7,1
"38424",2018-09-14,2020-07-31,25000,22,2
"38425",2016-01-01,2021-12-31,228437.42,71,6
"38426",2019-06-01,2023-12-15,470300,54,5
"38427",2015-04-17,2016-01-31,5000.01,9,1
"38428",2020-03-16,2021-10-31,38230,19,2
"38429",2020-06-18,2021-07-31,1e+05,13,2
"38430",2017-06-26,2019-02-28,23426.24,20,2
"38431",2014-03-06,2015-06-30,6250.01,15,2
"38432",2021-03-01,2022-02-28,71000,11,1
"38433",2019-08-28,2021-12-31,2725000,28,3
"38434",2017-04-12,2018-04-11,272262.68,11,1
"38435",2017-01-09,2018-06-30,6250.01,17,2
"38436",2016-01-02,2019-01-01,7000,35,3
"38437",2014-07-22,2015-03-31,5000.01,8,1
"38438",2017-05-01,2022-06-30,765420.84,61,6
"38439",2020-03-30,2020-10-31,12343.76,7,1
"38440",2019-05-06,2020-08-31,19687.51,15,2
"38441",2015-01-30,2015-05-31,5000.01,4,1
"38442",2015-01-23,2016-01-31,5000.01,12,1
"38443",2017-07-04,2018-01-31,2500.01,6,1
"38444",2018-02-01,2018-08-16,102205,6,1
"38445",2019-04-15,2021-03-26,7500,23,2
"38446",2015-01-05,2016-08-31,1412357.55,19,2
"38447",2021-01-21,2021-09-29,26202.51,8,1
"38448",2019-09-01,2023-12-31,495960,51,5
"38449",2018-10-15,2020-09-30,514752.1,23,2
"38450",2017-07-17,2021-12-31,4471809.89,53,5
"38451",2018-01-07,2020-12-31,172633.75,35,3
"38452",2016-04-04,2017-07-03,4500,14,2
"38453",2019-08-01,2023-06-30,900402,46,4
"38454",2018-05-09,2019-05-31,5000,12,1
"38455",2016-07-05,2016-12-15,1600,5,1
"38456",2020-01-17,2020-10-30,4000,9,1
"38457",2019-09-09,2021-06-30,495000,21,2
"38458",2017-10-09,2017-10-13,4995,0,1
"38459",2016-01-01,2023-12-31,74636.8,95,8
"38460",2017-04-10,2017-10-14,15452.61,6,1
"38461",2018-04-19,2018-04-22,1764,0,1
"38462",2020-03-27,2022-01-19,5000,21,2
"38463",2021-05-25,2022-12-15,464800,18,2
"38464",2016-10-05,2016-10-30,5795.01,0,1
"38465",2017-04-04,2017-07-07,8000,3,1
"38466",2019-06-01,2020-07-31,55586.22,13,2
"38467",2021-01-01,2023-12-31,382388,35,3
"38468",2018-03-28,2018-08-31,6250.01,5,1
"38469",2021-03-31,2022-07-06,30000,15,2
"38470",2018-04-19,2019-04-30,5000.01,12,1
"38471",2019-01-01,2021-04-30,51258,27,3
"38472",2017-08-21,2019-11-30,649956.05,27,3
"38473",2016-07-12,2016-11-30,44759,4,1
"38474",2019-11-14,2022-10-31,73518.5,35,3
"38475",2017-11-13,2017-11-16,1536,0,1
"38476",2019-04-01,2022-03-31,8000,35,3
"38477",2017-12-01,2020-07-31,466960,31,3
"38478",2018-11-28,2022-09-30,12655039.75,46,4
"38479",2019-09-20,2019-11-29,3100,2,1
"38480",2018-11-20,2020-04-01,14791.26,16,2
"38481",2019-02-01,2023-01-31,2089626,47,4
"38482",2016-01-08,2019-06-30,1238448.14,41,4
"38483",2019-12-12,2021-11-15,709349.9,23,2
"38484",2017-06-19,2019-03-31,48287.67,21,2
"38485",2020-12-29,2022-02-28,6493.13,14,2
"38486",2016-08-23,2016-09-30,10000,1,1
"38487",2020-04-28,2022-06-30,295915.88,26,3
"38488",2019-02-19,2020-02-18,24418.99,11,1
"38489",2016-09-01,2020-02-29,79109.79,41,4
"38490",2017-09-01,2019-02-28,69435.07,17,2
"38491",2016-09-15,2019-01-31,162221.8,28,3
"38492",2017-02-22,2022-12-31,248150,70,6
"38493",2021-05-20,2022-08-31,23341.7,15,2
"38494",2018-11-22,2018-11-24,1611.66,0,1
"38495",2016-08-17,2017-05-31,5000.01,9,1
"38496",2016-01-12,2016-04-14,8000,3,1
"38497",2019-06-02,2020-09-01,5000,14,2
"38498",2017-06-15,2018-10-11,6000,15,2
"38499",2016-01-12,2020-11-30,31207.75,58,5
"38500",2016-03-14,2018-07-25,197895,28,3
"38501",2017-08-14,2018-01-28,7500,5,1
"38502",2018-01-01,2019-12-31,48000,23,2
"38503",2016-09-20,2017-08-30,28482.6,11,1
"38504",2019-01-08,2022-01-31,118653.75,36,3
"38505",2015-01-04,2018-10-31,19977.6,45,4
"38506",2019-02-26,2019-07-02,6594.53,4,1
"38507",2020-01-04,2022-03-31,94944.42,26,3
"38508",2014-06-05,2017-06-30,4e+05,36,3
"38509",2018-12-18,2021-06-30,1500000,30,3
"38510",2016-02-29,2017-01-20,11718.76,10,1
"38511",2016-04-15,2019-12-31,703764.33,44,4
"38512",2015-05-19,2015-05-21,2097.95,0,1
"38513",2020-01-14,2022-06-10,10000,28,3
"38514",2017-04-01,2020-07-31,122663.75,39,4
"38515",2018-05-30,2020-05-29,270686.22,23,2
"38516",2019-09-19,2020-12-18,2950,14,2
"38517",2016-01-28,2016-07-21,3744,5,1
"38518",2020-01-01,2022-12-31,574360,35,3
"38519",2016-10-24,2016-12-31,155000,2,1
"38520",2019-01-01,2021-12-31,625000,35,3
"38521",2020-09-21,2021-09-01,189000,11,1
"38522",2018-08-01,2021-07-31,329612,35,3
"38523",2019-11-19,2021-01-22,62500.01,14,2
"38524",2017-06-01,2020-01-31,117177.6,31,3
"38525",2019-06-13,2022-06-30,3065186.75,36,3
"38526",2021-01-01,2022-12-31,253000,23,2
"38527",2019-05-15,2019-10-14,19000,4,1
"38528",2018-08-14,2019-10-15,9712.51,14,2
"38530",2020-05-03,2022-04-30,1233435,23,2
"38531",2017-07-11,2018-04-30,5000.01,9,1
"38532",2019-11-14,2021-05-31,21520,18,2
"38533",2017-06-20,2022-12-31,10741250,66,6
"38534",2018-11-26,2019-12-15,42362.46,12,1
"38535",2018-07-17,2019-12-30,4500,17,2
"38536",2016-06-10,2017-02-28,5000.01,8,1
"38538",2016-10-11,2017-06-30,5000.01,8,1
"38539",2016-03-24,2018-01-31,817890,22,2
"38541",2016-01-25,2016-08-31,5000.01,7,1
"38542",2019-08-15,2021-02-28,12400,18,2
"38543",2017-12-01,2018-06-30,59134.9,6,1
"38544",2020-08-03,2020-10-31,261673.9,2,1
"38545",2017-01-08,2019-06-12,116038.75,29,3
"38546",2019-12-13,2020-12-31,250000,12,1
"38547",2016-01-01,2023-12-31,458383.66,95,8
"38548",2017-04-01,2017-09-30,52439.09,5,1
"38549",2016-04-01,2016-06-30,11575,2,1
"38550",2020-06-25,2020-09-30,14319.04,3,1
"38551",2017-02-15,2019-04-30,363840,26,3
"38552",2017-01-21,2017-01-29,3024,0,1
"38554",2016-08-25,2020-06-30,2600027.39,46,4
"38555",2018-04-20,2019-06-11,10012.66,13,2
"38556",2021-03-03,2021-06-13,23200,3,1
"38557",2017-02-07,2018-06-30,396770,16,2
"38558",2016-10-06,2017-01-31,6250.01,3,1
"38559",2014-12-18,2015-05-31,5000.01,5,1
"38560",2020-03-06,2022-12-31,425751.33,33,3
"38561",2017-04-27,2019-08-31,73750,28,3
"38562",2020-01-01,2021-12-31,2484495.94,23,2
"38563",2018-10-26,2019-11-30,20905.36,13,2
"38564",2019-07-30,2021-07-31,399703,24,2
"38565",2016-11-04,2017-06-08,7383.95,7,1
"38566",2019-07-01,2022-06-30,429024.3,35,3
"38567",2016-12-08,2017-05-31,5000.01,5,1
"38568",2019-01-01,2022-09-30,3171444.39,44,4
"38569",2014-08-18,2015-05-31,5000.01,9,1
"38570",2018-09-01,2022-04-30,1069273.36,43,4
"38571",2016-08-03,2018-03-31,19638.07,19,2
"38572",2019-09-01,2022-12-30,339000,39,4
"38573",2020-11-01,2021-04-30,112376,5,1
"38574",2017-07-12,2018-10-11,2700,14,2
"38575",2017-04-01,2019-10-31,9551,30,3
"38577",2017-09-11,2018-12-07,280373.01,14,2
"38578",2019-07-01,2022-06-30,848188.63,35,3
"38579",2014-03-03,2015-07-17,344405.02,16,2
"38580",2015-10-31,2015-11-08,2875,0,1
"38581",2015-08-04,2016-05-01,25000,8,1
"38582",2015-04-27,2015-08-31,24875,4,1
"38583",2020-07-20,2021-07-22,10000,12,1
"38584",2018-03-15,2018-09-15,50000,6,1
"38585",2016-11-15,2017-05-15,25000,6,1
"38586",2020-02-11,2021-09-30,482726,19,2
"38587",2019-01-01,2022-05-31,3560780.77,40,4
"38588",2019-01-29,2019-06-06,3100,4,1
"38589",2019-06-01,2020-12-31,54782,18,2
"38590",2020-11-17,2021-12-31,215000,13,2
"38591",2019-05-01,2022-04-30,732014.06,35,3
"38592",2020-12-22,2022-06-30,3077795.28,18,2
"38593",2016-02-01,2017-02-28,333064.12,12,1
"38594",2014-02-25,2014-12-31,185968.86,10,1
"38595",2017-09-01,2020-12-31,296630,39,4
"38596",2015-01-07,2019-02-28,792700,49,5
"38597",2015-09-12,2016-10-31,2500.01,13,2
"38598",2017-10-01,2020-09-30,3496874,35,3
"38599",2020-04-03,2020-09-30,6898.37,5,1
"38600",2016-11-04,2018-03-31,210000,16,2
"38601",2020-09-06,2021-10-31,29880.01,13,2
"38602",2020-08-07,2021-12-11,23046.88,16,2
"38603",2020-02-06,2021-05-05,20000,14,2
"38604",2019-09-09,2021-09-10,2e+05,24,2
"38605",2016-04-01,2019-03-31,247489.5,35,3
"38606",2021-02-08,2022-12-31,414850,22,2
"38607",2016-04-01,2019-03-31,247489.5,35,3
"38608",2019-05-15,2020-07-30,18175.78,14,2
"38610",2016-08-22,2017-01-31,5000.01,5,1
"38611",2014-12-08,2015-03-31,6250.01,3,1
"38612",2018-04-16,2018-04-20,4080,0,1
"38613",2016-03-01,2019-12-31,471981,45,4
"38614",2014-10-24,2015-07-31,5000.01,9,1
"38615",2015-11-17,2016-04-30,5570.3,5,1
"38616",2018-10-01,2019-12-31,410385.96,14,2
"38617",2015-11-02,2016-03-31,11575.36,4,1
"38618",2015-06-05,2016-01-29,5000.01,7,1
"38619",2015-01-12,2019-01-31,743732.45,48,4
"38620",2017-03-27,2018-09-25,50000.01,17,2
"38621",2019-06-24,2019-09-30,56355.93,3,1
